ID,Title,Year,Year_Range,PrincipalName,PrincipalAffiliationName,Institution_Type,Institution_Sub,CenterName,FundTypeDesc,ProgramName,GoalText,Goal_3_v_4,AwardAmt,AwardPer,AwardNum,Status_Now,
1423,Improving Reading and Mathematics Outcomes for Students with Learning Disabilities: Next Generation Intensive Interventions,2013,2012-2016,"Fuchs, Douglas",Vanderbilt University,Uni,Private,NCSER,Grant,Accelerating the Academic Achievement of Students with Learning Disabilities Research Initiative,Multiple Goals,Multiple,"$10,000,000",09/01/2013–08/31/2018,R324D130003,Completed,
1759,An Evaluation of Turning Around North Carolina's Lowest Performing Schools: A State Partnership Evaluation,2015,2012-2016,"Henry, Gary",Vanderbilt University,Uni,Private,NCER,Grant,Evaluation of State and Local Education Programs and Policies,Efficacy,3,"$4,944,014",5 years (8/1/2015-7/31/2020),R305E150017,In field,
1604,"An Efficacy Trial of J-EMT: Enhanced Milieu Teaching Language Intervention plus Joint Attention, Engagement and Regulation Intervention for Toddlers with Autism",2015,2012-2016,"Kaiser, Ann",Vanderbilt University,Uni,Private,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy and Replication,3,"$3,499,197",4 years (7/1/2015-6/30/2019),R324A150094,Completed,
1705,Embedding Working Memory Training within Math Problem Solving Intervention,2015,2012-2016,"Fuchs, Lynn",Vanderbilt University,Uni,Private,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$3,496,125",4 years (9/1/2015-8/31/2019),R305A150200,Completed,
1874,"The Causal Impact of Attending a Career-Technical High School on Student Achievement, High School Graduation, and College Enrollment",2016,2012-2016,"Dougherty, Shaun M.",Vanderbilt University,Uni,Private,NCER,Grant,Improving Education Systems,Efficacy and Replication,3,"$694,741",4 years (7/1/2016-6/30/2020),R305A180511,In field,
2209,An Efficacy Trial to Evaluate Supporting Paraprofessionals by Advancing Reading Intervention Knowledge and Skill (SPARK),2018,2017-2019,"Lemons, Christopher",Vanderbilt University,Uni,Private,NCSER,Grant,"Reading, Writing, and Language Development",Efficacy and Replication,3,"$3,298,858",4 years (07/01/2018-06/30/2022),R324A180004,In field,
3293,<em>EMT en Español</em>: Comprehensive Early Intervention to Support School Readiness Skills for Spanish-Speaking Toddlers with Language Delays,2019,2017-2019,"Kaiser, Ann",Vanderbilt University,Uni,Private,NCSER,Grant,Early Intervention and Early Learning in Special Education,Efficacy,3,"$3,285,441",5 years (07/01/2019-06/30/2024),R324A190177,In field,
1097,Supporting Early Adolescent Learning and Social Success - Project SEALS,2011,2007-2011,"Farmer, Thomas",Virginia Commonwealth University,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,952,267",4 years,R305A120812,Completed,
1396,Efficacy of an Organizational Skills Intervention for Middle School Students with ADHD,2013,2012-2016,"Langberg, Joshua",Virginia Commonwealth University,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$2,414,164",4 years (8/1/2013-7/31/2017),R305A130011,Completed,
2197,A Conceptual Replication of BEST in CLASS: An Efficacy Study of BEST in CLASS-Elementary,2018,2017-2019,"Sutherland, Kevin",Virginia Commonwealth University,Uni,Public,NCER,Grant,Social and Behavioral Context for Academic Learning,Efficacy and Replication,3,"$3,296,798",4 years (07/01/2018 - 06/30/2022),R305A180182,In field,
56,Test-Enhanced Learning in the Classroom,2006,2002-2006,"Roediger III, Henry","Washington University, St. Louis",Uni,Private,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$2,964,770",4 years,R305H060080,Completed,
2175,The Efficacy of From Here to There: A Dynamic Technology for Improving Algebraic Understanding,2018,2017-2019,"Ottmar, Erin",Worcester Polytechnic Institute,Uni,Private,NCER,Grant,Cognition and Student Learning,Efficacy and Replication,3,"$3,295,403",3 years (08/01/2018 - 07/31/2021),R305A180401,In field,
2207,Promoting School Readiness Through Emotional Intelligence: An Efficacy Trial of Preschool RULER,2018,2017-2019,"Bailey, Craig",Yale University,Uni,Private,NCER,Grant,Early Learning Programs and Policies,Efficacy and Replication,3,"$3,263,909",5 years (07/01/2018 - 06/30/2023),R305A180293,In field,
